% function evaluation | noise-free fitness - Fopt (6,870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2,811788334e+01 +2,811788334e+01 +3,498788334e+01 +3,498788334e+01 +2,3106e+00 -4,2901e+00 -4,3288e+00 +2,6816e+00 -2,7267e+00 +1,6032e+00 +3,0667e+00 -4,7018e+00 +3,1117e+00 +4,4542e+00
2 +1,822583034e+01 +1,822583034e+01 +2,509583034e+01 +2,509583034e+01 +1,9078e+00 +4,6121e+00 -1,6622e+00 -2,3999e+00 -8,0622e-01 -3,7460e+00 +2,4786e+00 -3,1426e-01 -3,3084e+00 -4,8586e-01
9 +1,143605063e+01 +1,143605063e+01 +1,830605063e+01 +1,830605063e+01 +1,9258e+00 -3,0610e+00 -1,2065e+00 +2,4258e+00 -2,3781e+00 -1,1425e+00 -2,6607e-01 +5,2264e-01 -3,5409e+00 -4,3011e+00
15 +5,861517806e+00 +5,861517806e+00 +1,273151781e+01 +1,273151781e+01 +1,9257e+00 -8,6143e-01 +3,8921e+00 +1,8044e+00 +8,1045e-01 -8,5254e-01 -3,1439e+00 -6,2408e-01 -4,4818e+00 -1,4038e+00
