1;0;2.0317616313925412E-7;1.514868388077705E-8
1;1;3.711975109803163E-5;2.298519127757104E-6
1;2;1.6624085549615748E-4;8.83896975802214E-6
1;3;3.0654616376723013E-6;4.973942642073464E-8
1;4;4.7086636357793097E-7;7.086577131104796E-9
1;5;2.046945099076013E-5;1.8802607725626734E-7
1;6;1.2431315729391105E-4;9.387967250879646E-6
1;7;1.9147754040503473E-7;1.722273781730981E-8
1;8;2.5932904357598738E-5;1.106657021520242E-6
1;9;1.2686013431309616E-5;5.582140094793277E-7
1;ALL;1.6624085549615748E-4;2.2467550670164595E-6

2;0;4.210497971409047E-6;1.8840868808870858E-7
2;1;9.81189771306869E-5;3.138506795838443E-5
2;2;1.6624085549615748E-4;1.3395445413318306E-4
2;3;3.0380409998959388E-5;7.842208229726563E-7
2;4;1.6999269707557717E-6;9.855818545389893E-8
2;5;2.046945099076013E-5;3.792193638879773E-6
2;6;8.908854371164085E-4;1.1390580271637616E-4
2;7;1.6230922746791124E-6;1.762289542842066E-7
2;8;4.814412326543222E-5;1.8850910620537354E-5
2;9;1.2686013431309616E-5;9.376930324387192E-6
2;ALL;8.908854371164085E-4;3.125127760425483E-5

3;0;8.819105606425985E-6;5.416500913722201E-7
3;1;9.81189771306869E-5;3.9976095185242736E-5
3;2;0.001813503354280256;1.686561964034661E-4
3;3;3.389198966859476E-5;3.7015107029047325E-6
3;4;5.489478644915568E-6;4.559122640912398E-7
3;5;5.512050633091539E-4;1.7499056446285075E-5
3;6;0.10507395503499398;3.2104706516383584E-4
3;7;3.019215209830286E-5;3.535933018379021E-7
3;8;0.0035771359624909406;3.294380610639428E-5
3;9;2.454816263569584E-4;1.3220230654225309E-5
3;ALL;0.10507395503499398;5.983951163195827E-5

4;0;1.5613420693630995E-5;3.93564901679223E-6
4;1;9.81189771306869E-5;8.127479694954047E-5
4;2;0.001813503354280256;2.585413687876728E-4
4;3;3.576730817115167E-5;2.4387975057040587E-5
4;4;1.5925739086859985E-4;1.9388664538759646E-6
4;5;0.0011128930921639152;4.7631394638799014E-5
4;6;0.10507395503499398;0.006669717138036778
4;7;4.61192383453136E-5;3.0456642698373626E-6
4;8;0.010585055298268328;2.1476100937693738E-4
4;9;2.454816263569584E-4;2.6973851564636386E-5
4;ALL;0.10507395503499398;7.332207714152644E-4

5;0;0.0019074524001409607;1.1824995206273369E-5
