1;0;2.0317616313925412E-7;1.5148683774964996E-8
1;1;3.711975109803163E-5;2.298523878979832E-6
1;2;1.6624085549615748E-4;8.838969625560111E-6
1;3;3.0654616376723013E-6;4.8556657757772386E-8
1;4;4.7086636357793097E-7;7.086577138475101E-9
1;5;2.046945099076013E-5;1.8802607703003063E-7
1;6;1.2431315729391105E-4;9.387967228242533E-6
1;7;1.9147754040503473E-7;1.7222750988912952E-8
1;8;2.5932904357598738E-5;1.1066570223358825E-6
1;9;1.2686013431309616E-5;5.582140033678585E-7
1;ALL;1.6624085549615748E-4;2.2466372505176316E-6

2;0;4.210497971409047E-6;1.8840868808870858E-7
2;1;9.81189771306869E-5;3.138506795838443E-5
2;2;1.6624085549615748E-4;1.3395445413318306E-4
2;3;3.0654616376723013E-6;7.322941890957048E-7
2;4;1.6999269707557717E-6;9.855818545389893E-8
2;5;2.046945099076013E-5;3.792193638879773E-6
2;6;8.908854371164085E-4;1.1390580271637616E-4
2;7;1.6230922746791124E-6;1.762289542842066E-7
2;8;4.814412326543222E-5;1.885059377606615E-5
2;9;1.2686013431309616E-5;9.376930324387192E-6
2;ALL;8.908854371164085E-4;3.124605325642002E-5

3;0;8.819105606425985E-6;5.443901819561387E-7
3;1;9.81189771306869E-5;3.9976095185242736E-5
3;2;0.001813503354280256;1.686561964034661E-4
3;3;3.0654616376723013E-6;2.390046464147403E-6
3;4;5.489478644915568E-6;4.559122640912398E-7
3;5;5.512050633091539E-4;1.7499056446285075E-5
3;6;0.10507395503499398;3.2104706516383584E-4
3;7;3.019215209830286E-5;3.535933018379021E-7
3;8;0.0035771359624909406;3.294380610639428E-5
3;9;2.454816263569584E-4;1.3220230654225309E-5
3;ALL;0.10507395503499398;5.970863921714099E-5

4;0;1.5613420693630995E-5;3.939935048987645E-6
4;1;9.81189771306869E-5;8.127479694954047E-5
4;2;0.001813503354280256;2.585413687876728E-4
4;3;1.5733390128637396E-5;3.1227100245865463E-6
4;4;1.5925739086859985E-4;1.9388664538759646E-6
4;5;0.0011128930921639152;4.7631394638799014E-5
4;6;0.10507395503499398;0.006671798370853619
4;7;4.61192383453136E-5;3.0456642698373626E-6
4;8;0.010585055298268328;2.1476344538846854E-4
4;9;2.454816263569584E-4;2.6973851564636386E-5
4;ALL;0.10507395503499398;7.313030403980758E-4

5;0;0.0019074524001409607;1.1824995206273369E-5
5;1;0.002000849395969975;1.0146227921588124E-4
5;2;0.0022928322427797163;0.0014993492001465565
5;3;1.5733390128637396E-5;4.615611556281412E-6
5;4;1.5925739086859985E-4;1.3699427525728331E-5
5;5;0.0011128930921639152;4.461201115153802E-4
5;6;0.10507395503499398;0.08678591001573069
5;7;4.4517249066063617E-4;2.608287935569216E-5
5;8;0.010585055298268328;0.0028429407224526285
5;9;4.3148073745951244E-4;2.0045295328701513E-4
5;ALL;0.10507395503499398;0.009193245819598765

6;0;0.0019074524001409607;1.2538498886769216E-4
6;1;0.002000849395969975;2.041294178688833E-4
6;2;0.004299167546224337;0.0018403685689452156
6;3;4.57927379303603E-5;1.5157184748938894E-5
6;4;2.519844799718698E-4;1.3412870794383757E-4
6;5;0.002872793600393259;8.65102387965062E-4
6;6;0.12336385485280651;0.10510777837945294
6;7;7.38315295469353E-4;7.161893659664268E-5
6;8;0.01060021254712376;0.008786857752062761
6;9;8.24927411186822E-4;2.5748399676420446E-4
6;ALL;0.12336385485280651;0.011740801032120886

7;0;0.0019074524001409607;0.001528461653383451
7;1;0.007528684970930856;0.001621162225523196
7;2;0.00654377404921872;0.0023526098050611565
7;3;0.0015942436691080302;1.9671900497982064E-5
7;4;2.785531352781901E-4;1.6459892331776796E-4
7;5;0.002872793600393259;0.0012002982125306088
7;6;0.12336385485280651;0.10589548916360325
7;7;0.003949761467294485;4.165512271195086E-4
7;8;0.023398205532429366;0.010604576323849445
7;9;8.24927411186822E-4;4.178590107282767E-4
7;ALL;0.12336385485280651;0.0124221278445609

8;0;0.00969574704951844;0.0019236956341990932
8;1;0.007528684970930856;0.00230885196466283
8;2;0.00654377404921872;0.004318634111469214
8;3;0.0015942436691080302;1.0182710326250125E-4
8;4;0.0013776968686276467;2.3984781171158636E-4
8;5;0.002872793600393259;0.0024405228003447224
8;6;0.12336385485280651;0.11860688511181164
8;7;0.007408812145011977;8.881966782786924E-4
8;8;0.028727813327531562;0.011162259417303772
8;9;8.24927411186822E-4;7.630872140328414E-4
8;ALL;0.12336385485280651;0.014275380784706878

9;0;0.00969574704951844;0.0023734757279913294
9;1;0.008830097453911362;0.006468818394819117
9;2;0.00654377404921872;0.0061981968016902615
9;3;0.0015942436691080302;0.001142923666584272
9;4;0.0013776968686276467;3.1164495743493057E-4
9;5;0.002872793600393259;0.0028727936003932184
9;6;0.2494071851784298;0.12354866912014655
9;7;0.02636655653143693;0.0036760935417812874
9;8;0.028727813327531562;0.01975909058745791
9;9;0.00961877919938877;8.392231351817925E-4
9;ALL;0.2494071851784298;0.016719092953348308

10;0;0.00969574704951844;0.008088187239420208
10;1;0.008830097453911362;0.007618936315487795
10;2;0.008969876519898175;0.006547450965309639
10;3;0.0015942436691080302;0.0015942436691080194
10;4;0.0015498236984203692;0.001042740346360604
10;5;0.002872793600393259;0.0028727936003932184
10;6;0.2494071851784298;0.12724495446693918
10;7;0.02636655653143693;0.0072928814593743035
10;8;0.034317132134008374;0.026891266167910304
10;9;0.00961877919938877;0.0011351608707655795
10;ALL;0.2494071851784298;0.019032861510106275

11;0;0.00969574704951844;0.009695747049518297
11;1;0.008938903135869444;0.008692250027958714
11;2;0.008969876519898175;0.006642931202583143
11;3;0.0016265387877607816;0.001594291022654431
11;4;0.0015498236984203692;0.0013854168187467538
11;5;0.002872793600393259;0.0028727936003932184
11;6;0.26974450049100435;0.1987978960378031
11;7;0.07388815013487894;0.02196265417934668
11;8;0.034317132134008374;0.028990068755401378
11;9;0.015961774000368842;0.006280538498413634
11;ALL;0.26974450049100435;0.028691458719279916

12;0;0.00969574704951844;0.009695747049518297
12;1;0.011994831711259583;0.008838407226554088
12;2;0.014984552413303995;0.00821592216328091
12;3;0.0016265387877607816;0.0015954748613147224
12;4;0.009722678284173964;0.0015154002544128925
12;5;0.002872793600393259;0.0028727936003932184
12;6;0.45820767971848314;0.2508108395610807
12;7;0.09206146989065413;0.028005547725755992
12;8;0.07288153084891531;0.03284931849868615
12;9;0.015961774000368842;0.009860594250452649
12;ALL;0.45820767971848314;0.03542600451914552

13;0;0.00969574704951844;0.009695747049518297
13;1;0.018036527893129393;0.009040525414796345
13;2;0.02487736158780039;0.009262427005533067
13;3;0.0016285808880996378;0.0016157451734609301
13;4;0.009722678284173964;0.002084005307112026
13;5;0.002872793600393259;0.0028727936003932184
13;6;0.45820767971848314;0.27732274355961
13;7;0.09206146989065413;0.05854605030746848
13;8;0.07288153084891531;0.03654438460069591
13;9;0.019094991648048468;0.014137037336350218
13;ALL;0.45820767971848314;0.042112145935490654

14;0;0.01279698931526212;0.009700294325567776
14;1;0.018036527893129393;0.011410834613070655
14;2;0.0323976937692923;0.013910212694094103
14;3;0.0016285808880996378;0.0016266136448113068
14;4;0.010214763575624902;0.008633617231340224
14;5;0.002872793600393259;0.0028727936003932184
14;6;0.4908369682546316;0.42770177316485153
14;7;0.25683134967614657;0.08713223289408259
14;8;0.07288153084891531;0.06605810966484024
14;9;0.019094991648048468;0.016169429604096824
14;ALL;0.4908369682546316;0.06452159114371411

15;0;0.01279698931526212;0.009800334398656277
15;1;0.018036527893129393;0.01645185549558104
15;2;0.0323976937692923;0.021578292958515544
15;3;0.0016561469792907104;0.0016279835255175283
